title,artist,year,popularity,tags,phrases,reason
Free Hit,Led Zeppelin,1973,99,"hard rock,blues,70s","free,hit,led zeppelin","Adjective+Type pattern: ""Free Hit"""
Lost Hit,Led Zeppelin,1977,95,"hard rock,blues,70s","lost,hit,led zeppelin","Adjective+Type pattern: ""Lost Hit"""
Found Hit,Led Zeppelin,1969,92,"hard rock,blues,70s","found,hit,led zeppelin","Adjective+Type pattern: ""Found Hit"""
True Hit,Led Zeppelin,1970,85,"hard rock,blues,70s","true,hit,led zeppelin","Adjective+Type pattern: ""True Hit"""
Faded Hit,Led Zeppelin,1979,96,"hard rock,blues,70s","faded,hit,led zeppelin","Adjective+Type pattern: ""Faded Hit"""
Shining Hit,Led Zeppelin,1979,87,"hard rock,blues,70s","shining,hit,led zeppelin","Adjective+Type pattern: ""Shining Hit"""
Burning Hit,Led Zeppelin,1973,96,"hard rock,blues,70s","burning,hit,led zeppelin","Adjective+Type pattern: ""Burning Hit"""
Rising Hit,Led Zeppelin,1972,94,"hard rock,blues,70s","rising,hit,led zeppelin","Adjective+Type pattern: ""Rising Hit"""
Blue Tune,Led Zeppelin,1974,87,"hard rock,blues,70s","blue,tune,led zeppelin","Adjective+Type pattern: ""Blue Tune"""
Red Tune,Led Zeppelin,1978,86,"hard rock,blues,70s","red,tune,led zeppelin","Adjective+Type pattern: ""Red Tune"""
Golden Tune,Led Zeppelin,1976,96,"hard rock,blues,70s","golden,tune,led zeppelin","Adjective+Type pattern: ""Golden Tune"""
Silver Tune,Led Zeppelin,1974,95,"hard rock,blues,70s","silver,tune,led zeppelin","Adjective+Type pattern: ""Silver Tune"""
Dark Tune,Led Zeppelin,1974,85,"hard rock,blues,70s","dark,tune,led zeppelin","Adjective+Type pattern: ""Dark Tune"""
Bright Tune,Led Zeppelin,1971,99,"hard rock,blues,70s","bright,tune,led zeppelin","Adjective+Type pattern: ""Bright Tune"""
Sweet Tune,Led Zeppelin,1974,86,"hard rock,blues,70s","sweet,tune,led zeppelin","Adjective+Type pattern: ""Sweet Tune"""
Wild Tune,Led Zeppelin,1973,90,"hard rock,blues,70s","wild,tune,led zeppelin","Adjective+Type pattern: ""Wild Tune"""
Free Tune,Led Zeppelin,1968,95,"hard rock,blues,70s","free,tune,led zeppelin","Adjective+Type pattern: ""Free Tune"""
Lost Tune,Led Zeppelin,1974,92,"hard rock,blues,70s","lost,tune,led zeppelin","Adjective+Type pattern: ""Lost Tune"""
Found Tune,Led Zeppelin,1972,87,"hard rock,blues,70s","found,tune,led zeppelin","Adjective+Type pattern: ""Found Tune"""
True Tune,Led Zeppelin,1979,99,"hard rock,blues,70s","true,tune,led zeppelin","Adjective+Type pattern: ""True Tune"""
Faded Tune,Led Zeppelin,1972,92,"hard rock,blues,70s","faded,tune,led zeppelin","Adjective+Type pattern: ""Faded Tune"""
Shining Tune,Led Zeppelin,1976,97,"hard rock,blues,70s","shining,tune,led zeppelin","Adjective+Type pattern: ""Shining Tune"""
Burning Tune,Led Zeppelin,1978,97,"hard rock,blues,70s","burning,tune,led zeppelin","Adjective+Type pattern: ""Burning Tune"""
Rising Tune,Led Zeppelin,1975,91,"hard rock,blues,70s","rising,tune,led zeppelin","Adjective+Type pattern: ""Rising Tune"""
Blue Number,Led Zeppelin,1973,97,"hard rock,blues,70s","blue,number,led zeppelin","Adjective+Type pattern: ""Blue Number"""
Red Number,Led Zeppelin,1977,89,"hard rock,blues,70s","red,number,led zeppelin","Adjective+Type pattern: ""Red Number"""
Golden Number,Led Zeppelin,1977,85,"hard rock,blues,70s","golden,number,led zeppelin","Adjective+Type pattern: ""Golden Number"""
Silver Number,Led Zeppelin,1975,91,"hard rock,blues,70s","silver,number,led zeppelin","Adjective+Type pattern: ""Silver Number"""
Dark Number,Led Zeppelin,1971,85,"hard rock,blues,70s","dark,number,led zeppelin","Adjective+Type pattern: ""Dark Number"""
Bright Number,Led Zeppelin,1971,88,"hard rock,blues,70s","bright,number,led zeppelin","Adjective+Type pattern: ""Bright Number"""
Sweet Number,Led Zeppelin,1976,89,"hard rock,blues,70s","sweet,number,led zeppelin","Adjective+Type pattern: ""Sweet Number"""
Wild Number,Led Zeppelin,1977,86,"hard rock,blues,70s","wild,number,led zeppelin","Adjective+Type pattern: ""Wild Number"""
Free Number,Led Zeppelin,1978,91,"hard rock,blues,70s","free,number,led zeppelin","Adjective+Type pattern: ""Free Number"""
Lost Number,Led Zeppelin,1974,98,"hard rock,blues,70s","lost,number,led zeppelin","Adjective+Type pattern: ""Lost Number"""
Found Number,Led Zeppelin,1969,94,"hard rock,blues,70s","found,number,led zeppelin","Adjective+Type pattern: ""Found Number"""
True Number,Led Zeppelin,1971,86,"hard rock,blues,70s","true,number,led zeppelin","Adjective+Type pattern: ""True Number"""
Blue Song,Pink Floyd,1974,93,"progressive rock,psychedelic,70s","blue,song,pink floyd","Adjective+Type pattern: ""Blue Song"""
Red Song,Pink Floyd,1969,93,"progressive rock,psychedelic,70s","red,song,pink floyd","Adjective+Type pattern: ""Red Song"""
Golden Song,Pink Floyd,1973,85,"progressive rock,psychedelic,70s","golden,song,pink floyd","Adjective+Type pattern: ""Golden Song"""
Silver Song,Pink Floyd,1976,94,"progressive rock,psychedelic,70s","silver,song,pink floyd","Adjective+Type pattern: ""Silver Song"""
Dark Song,Pink Floyd,1977,95,"progressive rock,psychedelic,70s","dark,song,pink floyd","Adjective+Type pattern: ""Dark Song"""
Bright Song,Pink Floyd,1970,91,"progressive rock,psychedelic,70s","bright,song,pink floyd","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Pink Floyd,1980,95,"progressive rock,psychedelic,70s","sweet,song,pink floyd","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Pink Floyd,1976,92,"progressive rock,psychedelic,70s","wild,song,pink floyd","Adjective+Type pattern: ""Wild Song"""
Free Song,Pink Floyd,1977,88,"progressive rock,psychedelic,70s","free,song,pink floyd","Adjective+Type pattern: ""Free Song"""
Lost Song,Pink Floyd,1974,82,"progressive rock,psychedelic,70s","lost,song,pink floyd","Exact match: ""Lost Song"""
Found Song,Pink Floyd,1973,91,"progressive rock,psychedelic,70s","found,song,pink floyd","Exact match: ""Found Song"""
True Song,Pink Floyd,1967,86,"progressive rock,psychedelic,70s","true,song,pink floyd","Exact match: ""True Song"""
Faded Song,Pink Floyd,1968,89,"progressive rock,psychedelic,70s","faded,song,pink floyd","Adjective+Type pattern: ""Faded Song"""
Shining Song,Pink Floyd,1977,83,"progressive rock,psychedelic,70s","shining,song,pink floyd","Adjective+Type pattern: ""Shining Song"""
Burning Song,Pink Floyd,1975,93,"progressive rock,psychedelic,70s","burning,song,pink floyd","Adjective+Type pattern: ""Burning Song"""
Rising Song,Pink Floyd,1970,96,"progressive rock,psychedelic,70s","rising,song,pink floyd","Adjective+Type pattern: ""Rising Song"""
Blue Track,Pink Floyd,1973,85,"progressive rock,psychedelic,70s","blue,track,pink floyd","Adjective+Type pattern: ""Blue Track"""
Red Track,Pink Floyd,1967,89,"progressive rock,psychedelic,70s","red,track,pink floyd","Adjective+Type pattern: ""Red Track"""
Golden Track,Pink Floyd,1969,83,"progressive rock,psychedelic,70s","golden,track,pink floyd","Adjective+Type pattern: ""Golden Track"""
Silver Track,Pink Floyd,1980,91,"progressive rock,psychedelic,70s","silver,track,pink floyd","Adjective+Type pattern: ""Silver Track"""
Dark Track,Pink Floyd,1972,83,"progressive rock,psychedelic,70s","dark,track,pink floyd","Adjective+Type pattern: ""Dark Track"""
Bright Track,Pink Floyd,1978,93,"progressive rock,psychedelic,70s","bright,track,pink floyd","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Pink Floyd,1980,84,"progressive rock,psychedelic,70s","sweet,track,pink floyd","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Pink Floyd,1980,94,"progressive rock,psychedelic,70s","wild,track,pink floyd","Adjective+Type pattern: ""Wild Track"""
Free Track,Pink Floyd,1969,94,"progressive rock,psychedelic,70s","free,track,pink floyd","Adjective+Type pattern: ""Free Track"""
Lost Track,Pink Floyd,1967,92,"progressive rock,psychedelic,70s","lost,track,pink floyd","Exact match: ""Lost Track"""
Found Track,Pink Floyd,1971,87,"progressive rock,psychedelic,70s","found,track,pink floyd","Exact match: ""Found Track"""
True Track,Pink Floyd,1981,90,"progressive rock,psychedelic,70s","true,track,pink floyd","Exact match: ""True Track"""
Faded Track,Pink Floyd,1971,97,"progressive rock,psychedelic,70s","faded,track,pink floyd","Adjective+Type pattern: ""Faded Track"""
Shining Track,Pink Floyd,1973,93,"progressive rock,psychedelic,70s","shining,track,pink floyd","Adjective+Type pattern: ""Shining Track"""
Burning Track,Pink Floyd,1969,87,"progressive rock,psychedelic,70s","burning,track,pink floyd","Adjective+Type pattern: ""Burning Track"""
Rising Track,Pink Floyd,1977,88,"progressive rock,psychedelic,70s","rising,track,pink floyd","Adjective+Type pattern: ""Rising Track"""
Blue Anthem,Pink Floyd,1968,93,"progressive rock,psychedelic,70s","blue,anthem,pink floyd","Adjective+Type pattern: ""Blue Anthem"""
Red Anthem,Pink Floyd,1970,87,"progressive rock,psychedelic,70s","red,anthem,pink floyd","Adjective+Type pattern: ""Red Anthem"""
Golden Anthem,Pink Floyd,1972,96,"progressive rock,psychedelic,70s","golden,anthem,pink floyd","Adjective+Type pattern: ""Golden Anthem"""
Silver Anthem,Pink Floyd,1980,95,"progressive rock,psychedelic,70s","silver,anthem,pink floyd","Adjective+Type pattern: ""Silver Anthem"""
Dark Anthem,Pink Floyd,1977,82,"progressive rock,psychedelic,70s","dark,anthem,pink floyd","Adjective+Type pattern: ""Dark Anthem"""
Bright Anthem,Pink Floyd,1981,91,"progressive rock,psychedelic,70s","bright,anthem,pink floyd","Adjective+Type pattern: ""Bright Anthem"""
Sweet Anthem,Pink Floyd,1981,90,"progressive rock,psychedelic,70s","sweet,anthem,pink floyd","Adjective+Type pattern: ""Sweet Anthem"""
Wild Anthem,Pink Floyd,1981,95,"progressive rock,psychedelic,70s","wild,anthem,pink floyd","Adjective+Type pattern: ""Wild Anthem"""
Free Anthem,Pink Floyd,1972,93,"progressive rock,psychedelic,70s","free,anthem,pink floyd","Adjective+Type pattern: ""Free Anthem"""
Lost Anthem,Pink Floyd,1971,93,"progressive rock,psychedelic,70s","lost,anthem,pink floyd","Adjective+Type pattern: ""Lost Anthem"""
Blue Song,The Who,1972,90,"rock,mod,60s,70s","blue,song,the who","Adjective+Type pattern: ""Blue Song"""
Red Song,The Who,1971,86,"rock,mod,60s,70s","red,song,the who","Adjective+Type pattern: ""Red Song"""
Golden Song,The Who,1973,82,"rock,mod,60s,70s","golden,song,the who","Adjective+Type pattern: ""Golden Song"""
Silver Song,The Who,1974,88,"rock,mod,60s,70s","silver,song,the who","Adjective+Type pattern: ""Silver Song"""
Dark Song,The Who,1975,93,"rock,mod,60s,70s","dark,song,the who","Adjective+Type pattern: ""Dark Song"""
Bright Song,The Who,1968,81,"rock,mod,60s,70s","bright,song,the who","Adjective+Type pattern: ""Bright Song"""
Sweet Song,The Who,1966,89,"rock,mod,60s,70s","sweet,song,the who","Adjective+Type pattern: ""Sweet Song"""
Wild Song,The Who,1969,92,"rock,mod,60s,70s","wild,song,the who","Adjective+Type pattern: ""Wild Song"""
Free Song,The Who,1968,89,"rock,mod,60s,70s","free,song,the who","Adjective+Type pattern: ""Free Song"""
Lost Song,The Who,1977,85,"rock,mod,60s,70s","lost,song,the who","Exact match: ""Lost Song"""
Found Song,The Who,1976,80,"rock,mod,60s,70s","found,song,the who","Exact match: ""Found Song"""
True Song,The Who,1974,88,"rock,mod,60s,70s","true,song,the who","Exact match: ""True Song"""
Faded Song,The Who,1979,87,"rock,mod,60s,70s","faded,song,the who","Adjective+Type pattern: ""Faded Song"""
Shining Song,The Who,1971,92,"rock,mod,60s,70s","shining,song,the who","Adjective+Type pattern: ""Shining Song"""
Burning Song,The Who,1967,96,"rock,mod,60s,70s","burning,song,the who","Adjective+Type pattern: ""Burning Song"""
Rising Song,The Who,1974,93,"rock,mod,60s,70s","rising,song,the who","Adjective+Type pattern: ""Rising Song"""
Blue Track,The Who,1977,90,"rock,mod,60s,70s","blue,track,the who","Adjective+Type pattern: ""Blue Track"""
Red Track,The Who,1975,83,"rock,mod,60s,70s","red,track,the who","Adjective+Type pattern: ""Red Track"""
Golden Track,The Who,1969,85,"rock,mod,60s,70s","golden,track,the who","Adjective+Type pattern: ""Golden Track"""
Silver Track,The Who,1973,93,"rock,mod,60s,70s","silver,track,the who","Adjective+Type pattern: ""Silver Track"""
Dark Track,The Who,1971,92,"rock,mod,60s,70s","dark,track,the who","Adjective+Type pattern: ""Dark Track"""
Bright Track,The Who,1975,94,"rock,mod,60s,70s","bright,track,the who","Adjective+Type pattern: ""Bright Track"""
Sweet Track,The Who,1974,95,"rock,mod,60s,70s","sweet,track,the who","Adjective+Type pattern: ""Sweet Track"""
Wild Track,The Who,1976,80,"rock,mod,60s,70s","wild,track,the who","Adjective+Type pattern: ""Wild Track"""
Free Track,The Who,1970,94,"rock,mod,60s,70s","free,track,the who","Adjective+Type pattern: ""Free Track"""
Lost Track,The Who,1977,84,"rock,mod,60s,70s","lost,track,the who","Exact match: ""Lost Track"""
Found Track,The Who,1976,85,"rock,mod,60s,70s","found,track,the who","Exact match: ""Found Track"""
True Track,The Who,1976,88,"rock,mod,60s,70s","true,track,the who","Exact match: ""True Track"""
Faded Track,The Who,1967,81,"rock,mod,60s,70s","faded,track,the who","Adjective+Type pattern: ""Faded Track"""
Shining Track,The Who,1966,88,"rock,mod,60s,70s","shining,track,the who","Adjective+Type pattern: ""Shining Track"""
Burning Track,The Who,1977,84,"rock,mod,60s,70s","burning,track,the who","Adjective+Type pattern: ""Burning Track"""
Rising Track,The Who,1979,96,"rock,mod,60s,70s","rising,track,the who","Adjective+Type pattern: ""Rising Track"""
Blue Anthem,The Who,1969,95,"rock,mod,60s,70s","blue,anthem,the who","Adjective+Type pattern: ""Blue Anthem"""
Red Anthem,The Who,1974,96,"rock,mod,60s,70s","red,anthem,the who","Adjective+Type pattern: ""Red Anthem"""
Golden Anthem,The Who,1971,93,"rock,mod,60s,70s","golden,anthem,the who","Adjective+Type pattern: ""Golden Anthem"""
Silver Anthem,The Who,1967,94,"rock,mod,60s,70s","silver,anthem,the who","Adjective+Type pattern: ""Silver Anthem"""
Dark Anthem,The Who,1979,94,"rock,mod,60s,70s","dark,anthem,the who","Adjective+Type pattern: ""Dark Anthem"""
Bright Anthem,The Who,1979,90,"rock,mod,60s,70s","bright,anthem,the who","Adjective+Type pattern: ""Bright Anthem"""
Sweet Anthem,The Who,1970,95,"rock,mod,60s,70s","sweet,anthem,the who","Adjective+Type pattern: ""Sweet Anthem"""
Wild Anthem,The Who,1966,93,"rock,mod,60s,70s","wild,anthem,the who","Adjective+Type pattern: ""Wild Anthem"""
Free Anthem,The Who,1976,87,"rock,mod,60s,70s","free,anthem,the who","Adjective+Type pattern: ""Free Anthem"""
Lost Anthem,The Who,1970,88,"rock,mod,60s,70s","lost,anthem,the who","Adjective+Type pattern: ""Lost Anthem"""
Found Anthem,The Who,1976,84,"rock,mod,60s,70s","found,anthem,the who","Adjective+Type pattern: ""Found Anthem"""
True Anthem,The Who,1965,96,"rock,mod,60s,70s","true,anthem,the who","Adjective+Type pattern: ""True Anthem"""
Faded Anthem,The Who,1971,80,"rock,mod,60s,70s","faded,anthem,the who","Adjective+Type pattern: ""Faded Anthem"""
Blue Song,Jimi Hendrix,1968,96,"psychedelic rock,guitar,60s","blue,song,jimi hendrix","Adjective+Type pattern: ""Blue Song"""
Red Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","red,song,jimi hendrix","Adjective+Type pattern: ""Red Song"""
Golden Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","golden,song,jimi hendrix","Adjective+Type pattern: ""Golden Song"""
Silver Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","silver,song,jimi hendrix","Adjective+Type pattern: ""Silver Song"""
Dark Song,Jimi Hendrix,1968,97,"psychedelic rock,guitar,60s","dark,song,jimi hendrix","Adjective+Type pattern: ""Dark Song"""
Bright Song,Jimi Hendrix,1968,95,"psychedelic rock,guitar,60s","bright,song,jimi hendrix","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Jimi Hendrix,1970,95,"psychedelic rock,guitar,60s","sweet,song,jimi hendrix","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Jimi Hendrix,1968,90,"psychedelic rock,guitar,60s","wild,song,jimi hendrix","Adjective+Type pattern: ""Wild Song"""
Free Song,Jimi Hendrix,1967,97,"psychedelic rock,guitar,60s","free,song,jimi hendrix","Adjective+Type pattern: ""Free Song"""
Lost Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","lost,song,jimi hendrix","Exact match: ""Lost Song"""
Found Song,Jimi Hendrix,1969,99,"psychedelic rock,guitar,60s","found,song,jimi hendrix","Exact match: ""Found Song"""
True Song,Jimi Hendrix,1967,95,"psychedelic rock,guitar,60s","true,song,jimi hendrix","Exact match: ""True Song"""
Faded Song,Jimi Hendrix,1966,97,"psychedelic rock,guitar,60s","faded,song,jimi hendrix","Adjective+Type pattern: ""Faded Song"""
Shining Song,Jimi Hendrix,1969,90,"psychedelic rock,guitar,60s","shining,song,jimi hendrix","Adjective+Type pattern: ""Shining Song"""
Burning Song,Jimi Hendrix,1967,93,"psychedelic rock,guitar,60s","burning,song,jimi hendrix","Adjective+Type pattern: ""Burning Song"""
Rising Song,Jimi Hendrix,1968,94,"psychedelic rock,guitar,60s","rising,song,jimi hendrix","Adjective+Type pattern: ""Rising Song"""
Blue Track,Jimi Hendrix,1966,92,"psychedelic rock,guitar,60s","blue,track,jimi hendrix","Adjective+Type pattern: ""Blue Track"""
Red Track,Jimi Hendrix,1968,92,"psychedelic rock,guitar,60s","red,track,jimi hendrix","Adjective+Type pattern: ""Red Track"""
Golden Track,Jimi Hendrix,1970,90,"psychedelic rock,guitar,60s","golden,track,jimi hendrix","Adjective+Type pattern: ""Golden Track"""
Silver Track,Jimi Hendrix,1967,96,"psychedelic rock,guitar,60s","silver,track,jimi hendrix","Adjective+Type pattern: ""Silver Track"""
Dark Track,Jimi Hendrix,1968,99,"psychedelic rock,guitar,60s","dark,track,jimi hendrix","Adjective+Type pattern: ""Dark Track"""
Bright Track,Jimi Hendrix,1969,88,"psychedelic rock,guitar,60s","bright,track,jimi hendrix","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Jimi Hendrix,1969,94,"psychedelic rock,guitar,60s","sweet,track,jimi hendrix","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Jimi Hendrix,1970,96,"psychedelic rock,guitar,60s","wild,track,jimi hendrix","Adjective+Type pattern: ""Wild Track"""
Free Track,Jimi Hendrix,1970,94,"psychedelic rock,guitar,60s","free,track,jimi hendrix","Adjective+Type pattern: ""Free Track"""
Lost Track,Jimi Hendrix,1969,97,"psychedelic rock,guitar,60s","lost,track,jimi hendrix","Exact match: ""Lost Track"""
Found Track,Jimi Hendrix,1967,97,"psychedelic rock,guitar,60s","found,track,jimi hendrix","Exact match: ""Found Track"""
True Track,Jimi Hendrix,1970,91,"psychedelic rock,guitar,60s","true,track,jimi hendrix","Exact match: ""True Track"""
Faded Track,Jimi Hendrix,1968,93,"psychedelic rock,guitar,60s","faded,track,jimi hendrix","Adjective+Type pattern: ""Faded Track"""
