title,artist,year,popularity,tags,phrases
Rising Song,Pink Floyd,1970,96,"progressive rock,psychedelic,70s","rising,song,pink floyd"
Blue Track,Pink Floyd,1973,85,"progressive rock,psychedelic,70s","blue,track,pink floyd"
Red Track,Pink Floyd,1967,89,"progressive rock,psychedelic,70s","red,track,pink floyd"
Golden Track,Pink Floyd,1969,83,"progressive rock,psychedelic,70s","golden,track,pink floyd"
Silver Track,Pink Floyd,1980,91,"progressive rock,psychedelic,70s","silver,track,pink floyd"
Dark Track,Pink Floyd,1972,83,"progressive rock,psychedelic,70s","dark,track,pink floyd"
Bright Track,Pink Floyd,1978,93,"progressive rock,psychedelic,70s","bright,track,pink floyd"
Sweet Track,Pink Floyd,1980,84,"progressive rock,psychedelic,70s","sweet,track,pink floyd"
Wild Track,Pink Floyd,1980,94,"progressive rock,psychedelic,70s","wild,track,pink floyd"
Free Track,Pink Floyd,1969,94,"progressive rock,psychedelic,70s","free,track,pink floyd"
Lost Track,Pink Floyd,1967,92,"progressive rock,psychedelic,70s","lost,track,pink floyd"
Found Track,Pink Floyd,1971,87,"progressive rock,psychedelic,70s","found,track,pink floyd"
True Track,Pink Floyd,1981,90,"progressive rock,psychedelic,70s","true,track,pink floyd"
Faded Track,Pink Floyd,1971,97,"progressive rock,psychedelic,70s","faded,track,pink floyd"
Shining Track,Pink Floyd,1973,93,"progressive rock,psychedelic,70s","shining,track,pink floyd"
Burning Track,Pink Floyd,1969,87,"progressive rock,psychedelic,70s","burning,track,pink floyd"
Rising Track,Pink Floyd,1977,88,"progressive rock,psychedelic,70s","rising,track,pink floyd"
Blue Anthem,Pink Floyd,1968,93,"progressive rock,psychedelic,70s","blue,anthem,pink floyd"
Red Anthem,Pink Floyd,1970,87,"progressive rock,psychedelic,70s","red,anthem,pink floyd"
Golden Anthem,Pink Floyd,1972,96,"progressive rock,psychedelic,70s","golden,anthem,pink floyd"
Silver Anthem,Pink Floyd,1980,95,"progressive rock,psychedelic,70s","silver,anthem,pink floyd"
Dark Anthem,Pink Floyd,1977,82,"progressive rock,psychedelic,70s","dark,anthem,pink floyd"
Bright Anthem,Pink Floyd,1981,91,"progressive rock,psychedelic,70s","bright,anthem,pink floyd"
Sweet Anthem,Pink Floyd,1981,90,"progressive rock,psychedelic,70s","sweet,anthem,pink floyd"
Wild Anthem,Pink Floyd,1981,95,"progressive rock,psychedelic,70s","wild,anthem,pink floyd"
Free Anthem,Pink Floyd,1972,93,"progressive rock,psychedelic,70s","free,anthem,pink floyd"
Lost Anthem,Pink Floyd,1971,93,"progressive rock,psychedelic,70s","lost,anthem,pink floyd"
Baba O'Riley,The Who,1970,92,"rock,mod,60s,70s","teenage wasteland,baba o'riley,out here in fields"
Won't Get Fooled Again,The Who,1973,87,"rock,mod,60s,70s","won't get fooled,meet new boss,revolution"
My Generation,The Who,1976,81,"rock,mod,60s,70s","my generation,hope i die,before i get old"
Pinball Wizard,The Who,1974,96,"rock,mod,60s,70s","pinball wizard,deaf dumb blind,plays mean pinball"
Behind Blue Eyes,The Who,1978,84,"rock,mod,60s,70s","behind blue eyes,no one knows,sad man"
Blue Song,The Who,1972,90,"rock,mod,60s,70s","blue,song,the who"
Red Song,The Who,1971,86,"rock,mod,60s,70s","red,song,the who"
Golden Song,The Who,1973,82,"rock,mod,60s,70s","golden,song,the who"
Silver Song,The Who,1974,88,"rock,mod,60s,70s","silver,song,the who"
Dark Song,The Who,1975,93,"rock,mod,60s,70s","dark,song,the who"
Bright Song,The Who,1968,81,"rock,mod,60s,70s","bright,song,the who"
Sweet Song,The Who,1966,89,"rock,mod,60s,70s","sweet,song,the who"
Wild Song,The Who,1969,92,"rock,mod,60s,70s","wild,song,the who"
Free Song,The Who,1968,89,"rock,mod,60s,70s","free,song,the who"
Lost Song,The Who,1977,85,"rock,mod,60s,70s","lost,song,the who"
Found Song,The Who,1976,80,"rock,mod,60s,70s","found,song,the who"
True Song,The Who,1974,88,"rock,mod,60s,70s","true,song,the who"
Faded Song,The Who,1979,87,"rock,mod,60s,70s","faded,song,the who"
Shining Song,The Who,1971,92,"rock,mod,60s,70s","shining,song,the who"
Burning Song,The Who,1967,96,"rock,mod,60s,70s","burning,song,the who"
Rising Song,The Who,1974,93,"rock,mod,60s,70s","rising,song,the who"
Blue Track,The Who,1977,90,"rock,mod,60s,70s","blue,track,the who"
Red Track,The Who,1975,83,"rock,mod,60s,70s","red,track,the who"
Golden Track,The Who,1969,85,"rock,mod,60s,70s","golden,track,the who"
Silver Track,The Who,1973,93,"rock,mod,60s,70s","silver,track,the who"
Dark Track,The Who,1971,92,"rock,mod,60s,70s","dark,track,the who"
Bright Track,The Who,1975,94,"rock,mod,60s,70s","bright,track,the who"
Sweet Track,The Who,1974,95,"rock,mod,60s,70s","sweet,track,the who"
Wild Track,The Who,1976,80,"rock,mod,60s,70s","wild,track,the who"
Free Track,The Who,1970,94,"rock,mod,60s,70s","free,track,the who"
Lost Track,The Who,1977,84,"rock,mod,60s,70s","lost,track,the who"
Found Track,The Who,1976,85,"rock,mod,60s,70s","found,track,the who"
True Track,The Who,1976,88,"rock,mod,60s,70s","true,track,the who"
Faded Track,The Who,1967,81,"rock,mod,60s,70s","faded,track,the who"
Shining Track,The Who,1966,88,"rock,mod,60s,70s","shining,track,the who"
Burning Track,The Who,1977,84,"rock,mod,60s,70s","burning,track,the who"
Rising Track,The Who,1979,96,"rock,mod,60s,70s","rising,track,the who"
Blue Anthem,The Who,1969,95,"rock,mod,60s,70s","blue,anthem,the who"
Red Anthem,The Who,1974,96,"rock,mod,60s,70s","red,anthem,the who"
Golden Anthem,The Who,1971,93,"rock,mod,60s,70s","golden,anthem,the who"
Silver Anthem,The Who,1967,94,"rock,mod,60s,70s","silver,anthem,the who"
Dark Anthem,The Who,1979,94,"rock,mod,60s,70s","dark,anthem,the who"
Bright Anthem,The Who,1979,90,"rock,mod,60s,70s","bright,anthem,the who"
Sweet Anthem,The Who,1970,95,"rock,mod,60s,70s","sweet,anthem,the who"
Wild Anthem,The Who,1966,93,"rock,mod,60s,70s","wild,anthem,the who"
Free Anthem,The Who,1976,87,"rock,mod,60s,70s","free,anthem,the who"
Lost Anthem,The Who,1970,88,"rock,mod,60s,70s","lost,anthem,the who"
Found Anthem,The Who,1976,84,"rock,mod,60s,70s","found,anthem,the who"
True Anthem,The Who,1965,96,"rock,mod,60s,70s","true,anthem,the who"
Faded Anthem,The Who,1971,80,"rock,mod,60s,70s","faded,anthem,the who"
Purple Haze,Jimi Hendrix,1967,88,"psychedelic rock,guitar,60s","purple haze,all in brain,excuse me"
All Along the Watchtower,Jimi Hendrix,1967,89,"psychedelic rock,guitar,60s","watchtower,joker,thief"
Hey Joe,Jimi Hendrix,1970,88,"psychedelic rock,guitar,60s","hey joe,where you going,gun in hand"
Voodoo Child,Jimi Hendrix,1969,88,"psychedelic rock,guitar,60s","voodoo child,slight return,chop down mountain"
The Wind Cries Mary,Jimi Hendrix,1967,92,"psychedelic rock,guitar,60s","wind cries mary,happiness,golden"
Blue Song,Jimi Hendrix,1968,96,"psychedelic rock,guitar,60s","blue,song,jimi hendrix"
Red Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","red,song,jimi hendrix"
Golden Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","golden,song,jimi hendrix"
Silver Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","silver,song,jimi hendrix"
Dark Song,Jimi Hendrix,1968,97,"psychedelic rock,guitar,60s","dark,song,jimi hendrix"
Bright Song,Jimi Hendrix,1968,95,"psychedelic rock,guitar,60s","bright,song,jimi hendrix"
Sweet Song,Jimi Hendrix,1970,95,"psychedelic rock,guitar,60s","sweet,song,jimi hendrix"
Wild Song,Jimi Hendrix,1968,90,"psychedelic rock,guitar,60s","wild,song,jimi hendrix"
Free Song,Jimi Hendrix,1967,97,"psychedelic rock,guitar,60s","free,song,jimi hendrix"
Lost Song,Jimi Hendrix,1970,97,"psychedelic rock,guitar,60s","lost,song,jimi hendrix"
Found Song,Jimi Hendrix,1969,99,"psychedelic rock,guitar,60s","found,song,jimi hendrix"
True Song,Jimi Hendrix,1967,95,"psychedelic rock,guitar,60s","true,song,jimi hendrix"
Faded Song,Jimi Hendrix,1966,97,"psychedelic rock,guitar,60s","faded,song,jimi hendrix"
Shining Song,Jimi Hendrix,1969,90,"psychedelic rock,guitar,60s","shining,song,jimi hendrix"
Burning Song,Jimi Hendrix,1967,93,"psychedelic rock,guitar,60s","burning,song,jimi hendrix"
Rising Song,Jimi Hendrix,1968,94,"psychedelic rock,guitar,60s","rising,song,jimi hendrix"
Blue Track,Jimi Hendrix,1966,92,"psychedelic rock,guitar,60s","blue,track,jimi hendrix"
Red Track,Jimi Hendrix,1968,92,"psychedelic rock,guitar,60s","red,track,jimi hendrix"
Golden Track,Jimi Hendrix,1970,90,"psychedelic rock,guitar,60s","golden,track,jimi hendrix"
Silver Track,Jimi Hendrix,1967,96,"psychedelic rock,guitar,60s","silver,track,jimi hendrix"
Dark Track,Jimi Hendrix,1968,99,"psychedelic rock,guitar,60s","dark,track,jimi hendrix"
Bright Track,Jimi Hendrix,1969,88,"psychedelic rock,guitar,60s","bright,track,jimi hendrix"
Sweet Track,Jimi Hendrix,1969,94,"psychedelic rock,guitar,60s","sweet,track,jimi hendrix"
Wild Track,Jimi Hendrix,1970,96,"psychedelic rock,guitar,60s","wild,track,jimi hendrix"
Free Track,Jimi Hendrix,1970,94,"psychedelic rock,guitar,60s","free,track,jimi hendrix"
Lost Track,Jimi Hendrix,1969,97,"psychedelic rock,guitar,60s","lost,track,jimi hendrix"
Found Track,Jimi Hendrix,1967,97,"psychedelic rock,guitar,60s","found,track,jimi hendrix"
True Track,Jimi Hendrix,1970,91,"psychedelic rock,guitar,60s","true,track,jimi hendrix"
Faded Track,Jimi Hendrix,1968,93,"psychedelic rock,guitar,60s","faded,track,jimi hendrix"
Shining Track,Jimi Hendrix,1970,94,"psychedelic rock,guitar,60s","shining,track,jimi hendrix"
Burning Track,Jimi Hendrix,1969,95,"psychedelic rock,guitar,60s","burning,track,jimi hendrix"
Rising Track,Jimi Hendrix,1969,96,"psychedelic rock,guitar,60s","rising,track,jimi hendrix"
Blue Anthem,Jimi Hendrix,1967,92,"psychedelic rock,guitar,60s","blue,anthem,jimi hendrix"
Red Anthem,Jimi Hendrix,1969,99,"psychedelic rock,guitar,60s","red,anthem,jimi hendrix"
Golden Anthem,Jimi Hendrix,1969,93,"psychedelic rock,guitar,60s","golden,anthem,jimi hendrix"
Silver Anthem,Jimi Hendrix,1969,94,"psychedelic rock,guitar,60s","silver,anthem,jimi hendrix"
Dark Anthem,Jimi Hendrix,1969,97,"psychedelic rock,guitar,60s","dark,anthem,jimi hendrix"
Bright Anthem,Jimi Hendrix,1970,95,"psychedelic rock,guitar,60s","bright,anthem,jimi hendrix"
Sweet Anthem,Jimi Hendrix,1966,99,"psychedelic rock,guitar,60s","sweet,anthem,jimi hendrix"
Wild Anthem,Jimi Hendrix,1966,98,"psychedelic rock,guitar,60s","wild,anthem,jimi hendrix"
Free Anthem,Jimi Hendrix,1969,88,"psychedelic rock,guitar,60s","free,anthem,jimi hendrix"
Lost Anthem,Jimi Hendrix,1969,88,"psychedelic rock,guitar,60s","lost,anthem,jimi hendrix"
Found Anthem,Jimi Hendrix,1969,90,"psychedelic rock,guitar,60s","found,anthem,jimi hendrix"
True Anthem,Jimi Hendrix,1970,94,"psychedelic rock,guitar,60s","true,anthem,jimi hendrix"
Faded Anthem,Jimi Hendrix,1967,91,"psychedelic rock,guitar,60s","faded,anthem,jimi hendrix"
Smoke on the Water,Deep Purple,,,"hard rock,70s,riff","smoke,water,fire,sky"
Highway Star,Deep Purple,,,"hard rock,70s,speed","highway star,nobody gonna take my car,fast"
Paranoid,Black Sabbath,,,"heavy metal,70s,dark","paranoid,finished,people,think,insane"
Iron Man,Black Sabbath,,,"heavy metal,70s,heavy","iron man,has he lost,mind,revenge"
War Pigs,Black Sabbath,,,"heavy metal,70s,anti-war","war pigs,generals,masses,death"
Blue Song,Deep Purple,,,"hard rock,70s","blue,song,deep purple"
Red Song,Deep Purple,,,"hard rock,70s","red,song,deep purple"
Golden Song,Deep Purple,,,"hard rock,70s","golden,song,deep purple"
Silver Song,Deep Purple,,,"hard rock,70s","silver,song,deep purple"
Dark Song,Deep Purple,,,"hard rock,70s","dark,song,deep purple"
Bright Song,Deep Purple,,,"hard rock,70s","bright,song,deep purple"
Sweet Song,Deep Purple,,,"hard rock,70s","sweet,song,deep purple"
Wild Song,Deep Purple,,,"hard rock,70s","wild,song,deep purple"
Free Song,Deep Purple,,,"hard rock,70s","free,song,deep purple"
Lost Song,Deep Purple,,,"hard rock,70s","lost,song,deep purple"
Found Song,Deep Purple,,,"hard rock,70s","found,song,deep purple"
True Song,Deep Purple,,,"hard rock,70s","true,song,deep purple"
Faded Song,Deep Purple,,,"hard rock,70s","faded,song,deep purple"
Shining Song,Deep Purple,,,"hard rock,70s","shining,song,deep purple"
Burning Song,Deep Purple,,,"hard rock,70s","burning,song,deep purple"
Rising Song,Deep Purple,,,"hard rock,70s","rising,song,deep purple"
Blue Track,Deep Purple,,,"hard rock,70s","blue,track,deep purple"
Red Track,Deep Purple,,,"hard rock,70s","red,track,deep purple"
Golden Track,Deep Purple,,,"hard rock,70s","golden,track,deep purple"
Silver Track,Deep Purple,,,"hard rock,70s","silver,track,deep purple"
Blue Song,Black Sabbath,,,"heavy metal,doom,70s","blue,song,black sabbath"
Red Song,Black Sabbath,,,"heavy metal,doom,70s","red,song,black sabbath"
Golden Song,Black Sabbath,,,"heavy metal,doom,70s","golden,song,black sabbath"
Silver Song,Black Sabbath,,,"heavy metal,doom,70s","silver,song,black sabbath"
Dark Song,Black Sabbath,,,"heavy metal,doom,70s","dark,song,black sabbath"
Bright Song,Black Sabbath,,,"heavy metal,doom,70s","bright,song,black sabbath"
Sweet Song,Black Sabbath,,,"heavy metal,doom,70s","sweet,song,black sabbath"
Wild Song,Black Sabbath,,,"heavy metal,doom,70s","wild,song,black sabbath"
Free Song,Black Sabbath,,,"heavy metal,doom,70s","free,song,black sabbath"
Lost Song,Black Sabbath,,,"heavy metal,doom,70s","lost,song,black sabbath"
Found Song,Black Sabbath,,,"heavy metal,doom,70s","found,song,black sabbath"
True Song,Black Sabbath,,,"heavy metal,doom,70s","true,song,black sabbath"
Faded Song,Black Sabbath,,,"heavy metal,doom,70s","faded,song,black sabbath"
Shining Song,Black Sabbath,,,"heavy metal,doom,70s","shining,song,black sabbath"
Burning Song,Black Sabbath,,,"heavy metal,doom,70s","burning,song,black sabbath"
Rising Song,Black Sabbath,,,"heavy metal,doom,70s","rising,song,black sabbath"
Blue Track,Black Sabbath,,,"heavy metal,doom,70s","blue,track,black sabbath"
Red Track,Black Sabbath,,,"heavy metal,doom,70s","red,track,black sabbath"
Golden Track,Black Sabbath,,,"heavy metal,doom,70s","golden,track,black sabbath"
Silver Track,Black Sabbath,,,"heavy metal,doom,70s","silver,track,black sabbath"
Dark Track,Black Sabbath,,,"heavy metal,doom,70s","dark,track,black sabbath"
Bright Track,Black Sabbath,,,"heavy metal,doom,70s","bright,track,black sabbath"
Sweet Track,Black Sabbath,,,"heavy metal,doom,70s","sweet,track,black sabbath"
Wild Track,Black Sabbath,,,"heavy metal,doom,70s","wild,track,black sabbath"
Free Track,Black Sabbath,,,"heavy metal,doom,70s","free,track,black sabbath"
Thriller,Michael Jackson,1988,93,"pop,80s,dance","thriller,midnight,something evil"
Billie Jean,Michael Jackson,1985,98,"pop,80s,dance","billie jean,not my lover,kid"
Beat It,Michael Jackson,1985,92,"pop,80s,dance","beat it,just beat it,defeated"
Bad,Michael Jackson,1987,94,"pop,80s,dance","bad,you know it,dangerous"
Smooth Criminal,Michael Jackson,1988,92,"pop,80s,dance","smooth criminal,annie,are you ok"
Man in the Mirror,Michael Jackson,1982,91,"pop,80s,dance","man in mirror,change,start with me"
Black or White,Michael Jackson,1983,90,"pop,80s,dance","black or white,don't matter,face"
The Way You Make Me Feel,Michael Jackson,1989,95,"pop,80s,dance","way you make me feel,really turns me on"
Blue Song,Michael Jackson,1988,96,"pop,80s,dance","blue,song,michael jackson"
Red Song,Michael Jackson,1986,93,"pop,80s,dance","red,song,michael jackson"
Golden Song,Michael Jackson,1984,93,"pop,80s,dance","golden,song,michael jackson"
Silver Song,Michael Jackson,1987,95,"pop,80s,dance","silver,song,michael jackson"
Dark Song,Michael Jackson,1985,90,"pop,80s,dance","dark,song,michael jackson"
Bright Song,Michael Jackson,1989,90,"pop,80s,dance","bright,song,michael jackson"
Sweet Song,Michael Jackson,1985,92,"pop,80s,dance","sweet,song,michael jackson"
Wild Song,Michael Jackson,1983,90,"pop,80s,dance","wild,song,michael jackson"
Free Song,Michael Jackson,1988,97,"pop,80s,dance","free,song,michael jackson"
Lost Song,Michael Jackson,1985,92,"pop,80s,dance","lost,song,michael jackson"
Found Song,Michael Jackson,1989,94,"pop,80s,dance","found,song,michael jackson"
True Song,Michael Jackson,1982,95,"pop,80s,dance","true,song,michael jackson"
Faded Song,Michael Jackson,1984,96,"pop,80s,dance","faded,song,michael jackson"
Shining Song,Michael Jackson,1985,91,"pop,80s,dance","shining,song,michael jackson"
Burning Song,Michael Jackson,1984,94,"pop,80s,dance","burning,song,michael jackson"
Rising Song,Michael Jackson,1988,98,"pop,80s,dance","rising,song,michael jackson"
Blue Track,Michael Jackson,1985,94,"pop,80s,dance","blue,track,michael jackson"
Red Track,Michael Jackson,1982,95,"pop,80s,dance","red,track,michael jackson"
Golden Track,Michael Jackson,1987,99,"pop,80s,dance","golden,track,michael jackson"
Silver Track,Michael Jackson,1983,93,"pop,80s,dance","silver,track,michael jackson"
Dark Track,Michael Jackson,1989,95,"pop,80s,dance","dark,track,michael jackson"
Bright Track,Michael Jackson,1988,91,"pop,80s,dance","bright,track,michael jackson"
Sweet Track,Michael Jackson,1983,95,"pop,80s,dance","sweet,track,michael jackson"
Wild Track,Michael Jackson,1989,94,"pop,80s,dance","wild,track,michael jackson"
Free Track,Michael Jackson,1989,90,"pop,80s,dance","free,track,michael jackson"
Lost Track,Michael Jackson,1983,91,"pop,80s,dance","lost,track,michael jackson"
Found Track,Michael Jackson,1984,95,"pop,80s,dance","found,track,michael jackson"
True Track,Michael Jackson,1985,90,"pop,80s,dance","true,track,michael jackson"
Faded Track,Michael Jackson,1985,93,"pop,80s,dance","faded,track,michael jackson"
Shining Track,Michael Jackson,1988,99,"pop,80s,dance","shining,track,michael jackson"
Burning Track,Michael Jackson,1984,93,"pop,80s,dance","burning,track,michael jackson"
Rising Track,Michael Jackson,1983,93,"pop,80s,dance","rising,track,michael jackson"
Like a Virgin,Madonna,1983,90,"pop,80s,dance","like a virgin,touched for very first time"
Material Girl,Madonna,1989,89,"pop,80s,dance","material girl,living in material world"
Like a Prayer,Madonna,1989,95,"pop,80s,dance","like a prayer,heaven,take me there"
Vogue,Madonna,1983,86,"pop,80s,dance","vogue,strike a pose,beauty coming from inside"
Papa Don't Preach,Madonna,1983,85,"pop,80s,dance","papa don't preach,keeping my baby"
Express Yourself,Madonna,1988,86,"pop,80s,dance","express yourself,second best,mr"
Blue Song,Madonna,1984,86,"pop,80s,dance","blue,song,madonna"
Red Song,Madonna,1989,95,"pop,80s,dance","red,song,madonna"
Golden Song,Madonna,1988,86,"pop,80s,dance","golden,song,madonna"
Silver Song,Madonna,1984,93,"pop,80s,dance","silver,song,madonna"
Dark Song,Madonna,1989,86,"pop,80s,dance","dark,song,madonna"
Bright Song,Madonna,1986,90,"pop,80s,dance","bright,song,madonna"
Sweet Song,Madonna,1984,89,"pop,80s,dance","sweet,song,madonna"
Wild Song,Madonna,1988,87,"pop,80s,dance","wild,song,madonna"
Free Song,Madonna,1988,90,"pop,80s,dance","free,song,madonna"
Lost Song,Madonna,1987,95,"pop,80s,dance","lost,song,madonna"
Found Song,Madonna,1985,92,"pop,80s,dance","found,song,madonna"
True Song,Madonna,1989,97,"pop,80s,dance","true,song,madonna"
Faded Song,Madonna,1985,94,"pop,80s,dance","faded,song,madonna"
Shining Song,Madonna,1984,92,"pop,80s,dance","shining,song,madonna"
Burning Song,Madonna,1988,96,"pop,80s,dance","burning,song,madonna"
